cod_cliente_maestro,canal,subcanal,sucursal,dia_visita,id_geografia_fk,fecha_inicio_validez,fecha_fin_validez
20490,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
205,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20500,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20507,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20513,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20527,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20529,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20537,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20540,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20550,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20552,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20564,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20565,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20566,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20567,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20568,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2057,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20572,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20573,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20577,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20580,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20583,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20586,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20587,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20597,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20598,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20599,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20604,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20605,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20608,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20611,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20612,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20614,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20629,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2063,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20637,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20640,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20650,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20651,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20656,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20661,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20664,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20666,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20670,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20671,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20672,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20676,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20679,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20680,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20689,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20690,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20692,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20694,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20695,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20696,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20697,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20698,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20699,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2070,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20700,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20702,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2071,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20711,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2072,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20722,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20728,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20731,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20732,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20736,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2074,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20743,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20743898,MAY-REVISAR,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
20745,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20751,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20758,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20762,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20766,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20772,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2078,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20783,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20784,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20785,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
20790,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20793,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20795,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20797,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20799,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
208,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20801,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20802,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20805,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20806,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20811,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
20818,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20826,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
2084,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20843,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20851,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20858,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20859,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2086,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20861,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20863,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20877,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20880,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20884,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20887,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20889,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20893,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20897,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
209,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20900,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
20901,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20905,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20915,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
20916,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
20927,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20930,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
20932,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20933,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20938,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
20944443,MAY-REVISAR,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
20952,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20953,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20960,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
20963,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20965,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20968,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20971,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20976,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20977,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
20984,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
20985,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
210,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21001,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21009,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21015,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21017,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21019,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21022,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2103,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21039,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21042,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21047,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21048,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21062,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21063,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21064,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21066,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21069,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21071,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21080,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21081,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21086,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21088,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21089,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2109,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
211,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21100,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21111,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21114,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21115,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21118,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21119,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
2112,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21120,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21123,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21124,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21126,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21129,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
2113,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21133,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21134,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21137,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21140,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21142,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21143,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21149,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21152,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21156,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21158,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21160,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21161,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21162,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21163,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21165,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21167,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21169,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2117,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21173,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
21177,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2119,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21194,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21197,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
212,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21204,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21206,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21214,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21219,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21228,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2123,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21237,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2124,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21245,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21248,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21251,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21256,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2126,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21262,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
21276,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21282,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21285,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21288,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21290,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21293,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2130,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21300,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2131,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21317,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2132,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21336,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21337,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21341,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21343,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21349,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21351,SSM,SSM,BOCONÓ,BOCONÓ,,2025-08-27,9999-12-31
21355,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21356,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21365,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2137,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2138,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21383,SSM,SSM,ANTONIA SANTOS,ANTONIA SANTOS,,2025-08-27,9999-12-31
21388,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
2139,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21391,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21393,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21399,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
214,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21402,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21404,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21405,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21407,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2141,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21412,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21415,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21417,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2143,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21434,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21446,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21450,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21460,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2147,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21472,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2150,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21507,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21511,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21512,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21515,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21516,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2152,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21521,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21526,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21527,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21530,SSM,SSM,LOS PATIOS,LOS PATIOS,,2025-08-27,9999-12-31
21546,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2155,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21551,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21554,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21561,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21566,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2158,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21580,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21581,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2159,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21597,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21599,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
216,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21600,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2161,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21612,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21614,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21617,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
21618,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21620,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21625,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21627,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
21645,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21649,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21652,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21653,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21666,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21669,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21679,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2168,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21682,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21715,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21718,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21721,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2173,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21736,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21738,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21739,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21740,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21747,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2175,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21750,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21756,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21763,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21764,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21766,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21767,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2177,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21770,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21771,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21772,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21778,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21786,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21788,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21792,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21796,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21798,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
218,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21803,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
21813,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21814,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21818,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21821,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21824,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2183,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21834,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2184,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21847,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21852,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21884,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21887,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21889,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21894,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
219,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21900,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21906,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
2191,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21921,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21925,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21929,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21933,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2194,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21941,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21943,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21945,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
21950,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21953,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21954,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21958,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21965,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
2197,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21972,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21974,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21980,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
21981,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
21983,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21985,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21989,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
21991,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2200,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22003,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
2201,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22013,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22015,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
22022,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22030,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
22037,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22041,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22043,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22044,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2206,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22064,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22072,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
22078,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
221,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2210,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
2215,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
22209012,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
222222222,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
222222222222,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
2224,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
2232,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
