codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
0106130B01,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO ALT CLORO X180CC,N.A.,N.A.,180
0106130B02,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106130B03,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(BONF) FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106130B04,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(P.E CAJA) FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106130B05,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(13.7%) FABULOSO ALT CLOROX180MLX72UBB,N.A.,N.A.,180
0106130B06,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(5.3%) FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106130B07,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(9%) FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106130B08,61030897,LIMPIADORES,LIMPIADORES,FABULOSO,(PE) FABULOSO ALT CLOROX180MLX72U,N.A.,N.A.,180
0106135A00,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106135B01,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO ALT CLORO LAVANDAX180CC,N.A.,N.A.,180
0106135B02,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,(BONIF) FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106135B03,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106135B04,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,(5.3%) FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106135B05,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,(9%) FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106135B06,61030383,LIMPIADORES,LIMPIADORES,FABULOSO,(P.E CAJA) FABULOSO ALT CLORO LAVANDAX180MLX72U,N.A.,N.A.,180
0106140A00,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,FABULOSO  FLORALX180MLX72U,N.A.,N.A.,180
0106140B01,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO FLORAL X180CC,N.A.,N.A.,180
0106140B02,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,(12.30%) P.E FABULOSO FLORALX180MLX72U,N.A.,N.A.,180
0106140B03,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,P.E. FABULOSO FLORALX180MLX72U,N.A.,N.A.,180
0106140B04,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,(5.3%) FABULOSO  FLORALX180MLX72U,N.A.,N.A.,180
0106140B05,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,(9%) FABULOSO  FLORALX180MLX72U,N.A.,N.A.,180
0106140B06,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,(P.E CAJA) FABULOSO  FLORALX180MLX72U,N.A.,N.A.,180
0106140B07,61030381,LIMPIADORES,LIMPIADORES,FABULOSO,(BONF) FABULOSO  FLORALX180MLX72U,N.A.,N.A.,180
0106145A00,61030385,LIMPIADORES,LIMPIADORES,FABULOSO,FABULOSO ALT CLORO ULT DESINFX180MLX72U,N.A.,N.A.,180
0106145B01,61030385,LIMPIADORES,LIMPIADORES,FABULOSO,(12%) FABULOSO ALT CLORO ULTRA DESIFX180CC,N.A.,N.A.,180
0106145B02,61030385,LIMPIADORES,LIMPIADORES,FABULOSO,(13.7%) FABULOSO ALT CLORO ULT DESINFX180MLX72U,N.A.,N.A.,180
0106150A00,61030384,LIMPIADORES,LIMPIADORES,FABULOSO,FABULOSO LT CLORO FRES/AMANECERX180MLX72U,N.A.,N.A.,180
0106150B01,61030384,LIMPIADORES,LIMPIADORES,FABULOSO,(12.3%) FABULOSO ALT CLORO F/AMANECERX180CC,N.A.,N.A.,180
0106150B02,61030384,LIMPIADORES,LIMPIADORES,FABULOSO,(12%) FABULOSO LT CLORO FRES/AMANECERX180MLX72U,N.A.,N.A.,180
0109001A00,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX AVENA X110GX72U,N.A.,N.A.,110
0109001B01,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON  PROTEX AVENAX110G,N.A.,N.A.,110
0109001B03,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E JABON PROTEX AVENA X110GX72U,N.A.,N.A.,110
0109001B04,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX AVENAX110GX72U,N.A.,N.A.,110
0109001B05,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIF) JABON PROTEX AVENA X110GX72U,N.A.,N.A.,110
0109001B06,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX AVENA X110GX72U,N.A.,N.A.,110
0109001B08,61002012,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX AVENA X110GX72U,N.A.,N.A.,110
0109002A00,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B01,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(4%) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B02,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B03,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(9.5%) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B04,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONF) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B05,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B06,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109002B07,61044022,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(PE CAJA) JABON PROTEX AVENA X110GX72U PVP,N.A.,N.A.,110
0109005A00,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B01,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX  HERBALX110G,N.A.,N.A.,110
0109005B02,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B03,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B04,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B05,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(15.5%) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B06,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109005B07,61028404,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E.) JABON PROTEX HERBAL X110GX72U,N.A.,N.A.,110
0109006A00,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109006B01,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(4%) JABON PROTEX HERBAL PVP X110G,N.A.,N.A.,110
0109006B02,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109006B03,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(9.5%) JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109006B04,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109006B05,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109006B06,61044023,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONF) JABON PROTEX HERBAL PVP X110GX72U,N.A.,N.A.,110
0109010A00,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,N.A.,N.A.,110
0109010B01,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON  PROTEX LIMP PROFUNDAX110G,N.A.,N.A.,110
0109010B02,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3.9%) P.E JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,N.A.,N.A.,110
0109010B03,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,N.A.,N.A.,110
0109010B04,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX LIMPIEZA PROFUNDAX110GX72U,N.A.,N.A.,110
0109010B05,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,N.A.,N.A.,110
0109010B07,61024892,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(PE) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,N.A.,N.A.,110
0109011A00,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B01,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(4%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B02,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B03,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(9.5%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B04,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIF) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B05,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109011B06,61044024,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,N.A.,N.A.,110
0109015A00,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B01,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX  VITAMINA EX110G,N.A.,N.A.,110
0109015B02,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B04,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B05,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B06,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B07,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,BONIF JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B08,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B09,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(10%) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109015B10,61009351,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX VITAMINA E X110GX72U,N.A.,N.A.,110
0109016A00,61044025,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX VITAMINA E PVP X110GX72U,N.A.,N.A.,110
0109016B01,61044025,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(9.5%) JABON PROTEX VITAMINA E PVP X110GX72U,N.A.,N.A.,110
0109016B02,61044025,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX VITAMINA E PVP X110GX72U,N.A.,N.A.,110
0109016B03,61044025,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX VITAMINA E PVP X110GX72U,N.A.,N.A.,110
0109020A00,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B01,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX  DUO PROTECT X110G,N.A.,N.A.,110
0109020B02,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B03,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B04,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B05,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIFICADO) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B06,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B07,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109020B08,61028407,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIF) JABON PROTEX DUO PROTECT X110GX72U,N.A.,N.A.,110
0109025A00,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B01,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX  MACADAMIAX110G,N.A.,N.A.,110
0109025B02,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B03,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B04,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B05,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIF TAT) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B06,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B07,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109025B08,61028405,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX MACADAMIA X110GX72U,N.A.,N.A.,110
0109030A00,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B01,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B02,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B03,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B04,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B05,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B08,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109030B09,61028406,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONF) JABON PROTEX OMEGA 3 X110GX72U,N.A.,N.A.,110
0109031A00,61044026,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX OMEGA 3 X110GX72U PVP,N.A.,N.A.,110
0109031B01,61044026,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(9.5%) JABON PROTEX OMEGA 3 X110GX72U PVP,N.A.,N.A.,110
0109031B02,61044026,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX OMEGA 3 X110GX72U PVP,N.A.,N.A.,110
0109031B03,61044026,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX OMEGA 3 X110GX72U PVP,N.A.,N.A.,110
0109035A00,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B01,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX  CARBON X110G,N.A.,N.A.,110
0109035B02,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(EX) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B03,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(7%) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B04,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(8%) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B05,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(3%) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B06,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(12.5%) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109035B07,61024805,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX CARBON DETOX X110GX72U,N.A.,N.A.,110
0109050A00,CO01801A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX BALAN/SALUDX110GRX24DPX3U,N.A.,N.A.,330
0109050B01,CO01801A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(20%) JABON PROTEX BALAN/SALUDX110GRX24DPX3U,N.A.,N.A.,330
0109050B02,CO01801A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(BONIF) JABON PROTEX BALAN/SALUDX110GRX24DPX3U,N.A.,N.A.,330
0109050B03,CO01801A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX BALAN/SALUDX110GRX24DPX3U,N.A.,N.A.,330
0109055A00,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B01,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(15%) JABON  PROTEX AVENA 110GR X3U,N.A.,N.A.,330
0109055B02,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(25%) JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B04,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(10.5%) JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B05,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,P.E. JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B06,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B07,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(21%) JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109055B08,61047877,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX AVENAX110GRX24DPX3U,N.A.,N.A.,330
0109060A00,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B01,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(15%) JABON PROTEX  VITAMINA E 110GR X3U,N.A.,N.A.,330
0109060B02,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(TPR) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B03,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(25%)JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B04,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(10.5%) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B05,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(20%) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B06,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B07,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(21%) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109060B08,FCO92096,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX VITAMINA EX110GRX24DPX3U,N.A.,N.A.,330
0109065A00,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B01,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(15%) JABON  PROTEX MEN SPORT 110GR X3U,N.A.,N.A.,330
0109065B02,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(TPR) JAB. PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B03,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(25%) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B04,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(10.5%) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B05,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(20%) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B06,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(P.E CAJA) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B07,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(21%) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109065B08,61010266,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX MEN,(P.E CAJA) JABON PROTEX MEN SPORTX110GRX24DX3U,N.A.,N.A.,330
0109070A00,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B01,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(15%) JABON PROTEX  HERBAL 110GR X3U,N.A.,N.A.,330
0109070B02,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(TPR) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B03,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(25%)JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B04,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(10.5%) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B05,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(20%) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B06,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B07,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(21%) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109070B08,FCO92066,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(P.E CAJA) JABON PROTEX HERBALX110GRX24DPX3U,N.A.,N.A.,330
0109075A00,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,JABON PROTEX MACADAMIAX110GRX24DPX3U,N.A.,N.A.,330
0109075B01,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(15%) JABON PROTEX  MACADAMIA 110GR X3U,N.A.,N.A.,330
0109075B02,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(TPR) JABON PROTEX MACADAMIAX110GRX24DPX3U,N.A.,N.A.,330
0109075B03,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(25%)JABON PROTEX MACADAMIAX110GRX24DPX3U,N.A.,N.A.,330
0109075B04,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(10.5%) JABON PROTEX MACADAMIAX110GRX24DPX3U,N.A.,N.A.,330
0109075B05,CO01681A,JABONES DE TOCADOR,JABONES DE TOCADOR,PROTEX,(20%) JABON PROTEX MACADAMIAX110GRX24DPX3U,N.A.,N.A.,330
